,analysis_sample_rate,danceability,duration,end_of_fade_in,energy,key,loudness,mode,start_of_fade_out,tempo,time_signature,artist_familiarity,artist_hotttnesss,artist_latitude,artist_location,artist_longitude,artist_name,genre,release,song_hotttnesss,title,tag_top_1,tag_top_2,tag_top_3,tag_top_4,tag_top_5,tag_top_6,tag_top_7,tag_top_8,tag_top_9,tag_top_10,year
787,22050,0.0,364.48608,3.338,0.0,4,-11.448,1,335.882,95.997,3,0.48504926829573464,0.25822409030186455,,b'',,b'Silv\xc3\xa9rio Pessoa',b'',b'Cabe\xc3\xa7a el\xc3\xa9trica cora\xc3\xa7\xc3\xa3o ac\xc3\xbastico',0.0,b'Eu vi a maquina voadora',progressive trance,frevo,brazilian pop music,maracatu,world music,trance,rap,electronic,brazilian,brazil,0
788,22050,0.0,262.79138,0.35,0.0,1,-12.139,1,259.309,98.645,5,0.6003533140001155,0.3867514752376603,,b'',,b'X-Static',b'',b'The Best Of X-Static',,b'Murderous Style',happy hardcore,hard trance,deep house,trance,progressive house,electronic,hard house,hardcore techno,house,progressive trance,0
789,22050,0.0,189.57016,0.0,0.0,6,-11.156,1,178.927,67.904,4,0.5107980105115456,0.35223551654624485,35.14968,"b'Memphis, TN'",-90.04892,b'Deborah Allen',b'',b'Karaoke: Country Queen - Singing to the Hits',0.26586104921065007,b'I Will Always Love You',country rock,countrypolitan,pop,female vocalist,country,vocal,90s,folk,80s,world,2005
790,22050,0.0,623.72526,0.0,0.0,8,-15.926,1,623.725,131.578,4,0.6371812839675844,0.4491399510400711,51.50632,"b'London, England'",-0.12714,b'The Master Musicians of Jajouka featuring Bachir Attar',b'',b'The Master Musicians of Jajouka',0.30416950343527516,b'The Truth Forever',jungle music,breakbeat,trip hop,big beat,tribal house,downtempo,future jazz,neofolk,tech house,chill-out,0
791,22050,0.0,170.50077,0.125,0.0,8,-13.898,1,165.03,166.05,4,0.6294632451871911,0.42479123557056614,18.01571,"b'Kingston, Jamaica'",-76.79731,b'John Holt',b'',"b""John Holt's 21 Miles From You""",,b'The Tide Is High - Original',lovers rock,roots reggae,rock steady,reggae,dancehall,dub,ska,disco,blues-rock,pop rap,0
792,22050,0.0,252.52526,0.0,0.0,6,-5.434,0,249.661,215.916,5,0.6386140224507543,0.601436482837353,,"b'Braintree, Essex, England'",,b'The Prodigy',b'',b'Experience: Expanded (Remastered)',,b'Music Reach (1/2/3/4) (Remastered)',hardcore techno,rave,hip hop,techno,rap,england,rock,electronic,beat,club dance,0
793,22050,0.0,177.94567,0.62,0.0,3,-7.162,1,168.176,118.835,1,0.36061366996779365,0.0,27.9758,b'Florida',-81.54106,b'Tina Britt',b'',b'Blue All The Way',0.0,b'He Put The Hurt On Me',chicago blues,cool jazz,east coast blues,blues,jazz funk,soul jazz,latin jazz,funk,jazz,soul,2006
794,22050,0.0,168.64608,0.224,0.0,7,-17.019,1,164.066,106.237,4,0.5171263150356835,0.3601450565062343,,b'Massachusetts',,b'Sonny Terry & Brownie McGhee',b'',b'Sonny Terry & Brownie McGhee_ Vol. A (1938-1941)',0.0,b'Be Good To Me',piedmont blues,harmonica blues,country blues,chicago blues,electric blues,blues,delta blues,blues-rock,east coast blues,hard bop,0
795,22050,0.0,129.88036,0.241,0.0,7,-3.487,1,129.88,130.716,1,0.763010513430572,0.5376756280636735,47.565,"b'Bremerton, WA'",-122.62569,b'MxPx',b'',b'The Ever Passing Moment',,b'Answer In The Question',christian rock,pop punk,christian punk,punk,contemporary christian,punk pop,hardcore punk,guitar,classic,pop,2000
796,22050,0.0,236.66893,0.0,0.0,5,-6.475,1,236.669,90.009,4,0.7954025492748465,0.5444145897079475,,b'LA California',,b'Fort Minor (Featuring Mr. Hahn)',b'',b'The Rising Tied',,b'Slip Out The Back (Album Version)',rap metal,hip hop,rap,alternative rock,rock,alternative,alternative rap,club,underground,underground rap,2005
797,22050,0.0,150.33424,0.374,0.0,0,-10.727,0,145.328,120.172,4,0.42042192543402623,0.3212081208126568,,b'',,b'Dean Elliott And His Big Band',b'',b'Ultra-Lounge / Space-Capades  Volume Three',0.6548006624363821,b'Lonesome Road (1995 Digital Remaster)',exotica,orchestra,space age pop,easy listening,jazz,instrumental,lounge,mondiovision,big band,space age,0
798,22050,0.0,239.90812,0.13,0.0,4,-4.732,0,234.092,120.052,4,0.5462067114110242,0.35451734261033724,,b'NORWAY',,b'Enslavement Of Beauty',b'',b'Megalomania',0.5365701607974438,b'Ye That Tempteth_ Ye That Bequeth',parody,black metal,melodic black metal,sympho black metal,speed metal,symphonic metal,gothic metal,neo classical metal,melodic death metal,power metal,2001
799,22050,0.0,402.62485,0.276,0.0,1,-6.318,1,398.582,0.0,3,0.6290082258599237,0.3619179264135601,,b'',,b'liquid soul & freq',b'',b'extrasensory perception compiled by martin & Liquid Soul',0.0,b'Liquid Frequencies (liquid Soul Mix)',jazz funk,acid jazz,future jazz,broken beat,hip hop,jazz,deep house,progressive house,progressive trance,soul jazz,0
800,22050,0.0,189.33506,0.386,0.0,5,-12.469,1,182.77,89.67,3,0.5223862469570264,0.37743297157943834,29.89932,"b'Port Arthur, TX'",-93.92938,b'C.J. Chenier',b'',b'Zydeco Champs',,b'Banana Man',zydeco,world music,folk rock,blues,reggae,jazz,world,rock,folk,creole,1992
801,22050,0.0,129.74975,0.0,0.0,3,-8.077,1,125.022,129.354,1,0.43573200360498643,0.373045953823385,,b'',,b'Mercedes Castro',b'',b'Que Todo Mexico Se Entere',,b'El Cara Bonita',folk,traditional,mexico,mexican,regional mexican,mexican folk,,,,,0
802,22050,0.0,181.57669,3.721,0.0,7,-6.473,1,173.053,117.966,1,0.8183193591388943,0.667294595643469,,"b'Dundee, Scotland'",,b'Snow Patrol',b'',b'Signal Fire',,b'Chocolate',indie rock,rock,pop,alternative,alternative rock,new wave,guitar,melancholia,romantic,soft,2003
803,22050,0.0,181.91628,0.0,0.0,7,-12.468,1,177.093,84.05,1,0.35032376488863765,0.26936729514318813,,b'',,b'Antonio Bribiesca',b'',b'Mexico Gran Colecci\xc3\xb3n Ranchera - Antonio Bribiesca',,b'Anillo de compromiso',guitar,mexico,classical,traditional,mexican,guitarist,master,tradicional mexicana,,,0
804,22050,0.0,186.40934,0.223,0.0,4,-7.654,1,179.397,133.811,1,0.7311842304128983,0.5492043838770254,,b'',,b'Sex Pistols',b'',b'The Sex Pistols',0.34580223396532944,b'New York (Dave Goodman Demo Version) (Explicit)',punk,italy,british punk rock,soundtrack,progressive rock,pop,political,guitar,england,,0
805,22050,0.0,195.10812,0.148,0.0,10,-7.551,0,189.318,158.103,4,0.5583844551859157,0.3406327144524291,,b'',,b'Pinchers',b'',"b""King Jammy's: Selector's Choice Vol. 2""",0.4330050772745855,b'For Your Eyes Only',dancehall,reggae,roots reggae,dub,lovers rock,rock steady,jungle music,jamaica,ska,hip hop,0
806,22050,0.0,285.49179,0.074,0.0,1,-4.853,0,274.657,91.101,4,0.6044790069718515,0.39048953512187623,,b'',,b'Trick Trick / Eminem',b'',b'The People Vs.',0.7086072166305335,b'Welcome 2 Detroit',bass music,hip hop,gangster rap,rap,electronic,gangsta,detroit,united states,pop,hardcore rap,2005
807,22050,0.0,249.99138,0.131,0.0,11,-2.617,1,243.879,128.702,4,0.8665203198102411,0.7665454507572961,,b'',,b'Michael Jackson',b'',b'King Of Pop',,b'HISTORY',motown,dance pop,funk,vocal,pop,rock,urban,soul,ballad,disco,1995
808,22050,0.0,188.47302,0.183,0.0,2,-8.774,0,183.786,178.192,4,0.6004865427010225,0.45327023630649965,,"b'Sona-Bata, Zaire'",,b'Franco',b'',b'Originalit\xc3\xa9',0.3775316449767025,b'Motindo Na Yo Te',soukous,afrobeat,rumba,highlife,zouk,congo,boogaloo,mambo,brazilian pop music,neo soul,0
809,22050,0.0,237.87057,0.0,0.0,0,-8.691,1,235.143,113.156,3,0.5357025281303791,0.3849861165778121,,b'',,b'Carlos Nu\xc3\xb1ez',b'',b'Carlos Nunez En Concert',0.3277366831778408,b'A Costa De Galicia',flamenco,gaita,future jazz,celtic,symphonic metal,folk,trip hop,folk metal,gothic metal,grunge,2002
810,22050,0.0,158.45832,3.849,0.0,2,-9.65,1,154.43,95.036,4,0.63611920714315,0.3634995771359894,,b'',,b'Facto Delafe y las flores azules',b'',b'Facto Delafe y las flores azules VS El monstruo de las ramblas',0.21204540548371908,b'Enero en la playa (Edit)',trip hop,downtempo,hip pop,hip hop,indie pop,electronic,pop,vocal,techno,electronica,2005
811,22050,0.0,68.98893,0.0,0.0,1,-6.917,1,62.787,123.965,4,0.5144145542022819,0.41375765725234637,,b'',,b'Dora The Explorer',b'',b'Dora The Explorer Party Favorites',0.3347065490692206,b'Travel Song (Reprise)',goregrind,deathgrind,rapcore,brutal death metal,gothic metal,melodic death metal,pop punk,screamo,doom metal,soundtrack,2008
812,22050,0.0,263.94077,0.13,0.0,0,-14.293,1,260.882,111.492,1,0.675771369616503,0.4354688988157254,35.472,"b'Oklahoma City, OK'",-97.52033,b'J.J. Cale',b'',b'The Very Best Of J.J. Cale',0.5573131363875086,b'Midnight In Memphis',blues-rock,country rock,folk rock,roots rock,southern rock,country blues,singer-songwriter,blues,texas blues,pop rock,1997
813,22050,0.0,312.94649,0.0,0.0,6,-6.53,0,299.212,119.987,3,0.5153102332305513,0.2607967782533836,,b'',,b'DJ Spinn',b'',b'Juke Trax Online Vol. 6',,b'Feelin You',chicago house,dance music,los angeles,dj,chicago,edm,dance,funk,california,ghetto tech,0
814,22050,0.0,227.44771,0.0,0.0,10,-7.405,0,216.828,99.238,4,0.5143733922961689,0.320417800326261,32.67828,b'Georgia',-83.22295,b'Theodis Ealey',b'',b'Let Me Put The Head In It - Blues And Soul Mix',,b'This Time I Know',soul blues,blues,soul,urban,modern electric blues,contemporary blues,georgia,lyrical,party music,r&b,0
815,22050,0.0,316.36853,0.0,0.0,7,-11.536,1,303.972,119.194,4,0.3825466666239224,0.33513806449963085,35.21962,b'North Carolina',-80.01955,b'Janet Paschal',b'',b'The Good Road',0.33957629259041733,b'God Will Make A Way',southern gospel,ccm,united states,spiritual,inspirational,female vocalist,christian,gospel,soul,praise & worship,0
816,22050,0.0,269.73995,0.183,0.0,7,-7.462,1,250.358,103.009,4,0.6328564187285546,0.42898052143866244,,"b'Columbus, OH'",,b'Everyday Sunday',b'',b'Stand Up',0.3231121208952123,"b""Don't Leave""",post-grunge,christian rock,ccm,pop punk,chill-out,power pop,emo,soft rock,post-hardcore,hard rock,2002
817,22050,0.0,200.38485,0.316,0.0,3,-6.654,1,194.026,96.024,4,0.32467743101960894,0.3041842562084854,,b'',,b'Peggy Zina',b'',b'To Pathos Ine Aformi',,b'O Hiroteros Ehthros Mou',modern laika,pop folk,greek,pop,folk,club,beautiful,,,,2009
818,22050,0.0,220.96934,0.113,0.0,4,-5.911,0,210.338,96.287,4,0.6491573882327762,0.4691774294369101,37.80506,"b'Oakland, CA'",-122.27302,b'Souls Of Mischief',b'',b'Urban Renewal Program',0.6021199899057548,b'Spark',jazz rap,hip hop,broken beat,old school hip hop,rap,trip hop,neo soul,alternative hip hop,underground rap,nu jazz,2002
819,22050,0.0,188.52526,0.0,0.0,6,-11.786,1,188.525,112.081,4,0.48769397159097466,0.34197680383144013,,b'',,b'Hacken Lee',b'',b'De Xin Ying Shou Yan Chang Hui 2006',,b'He Jiu Bi Hun',cantonese pop,chinese music,easy listening,male vocalist,chinese,pop,vocal,cpop,hong kong,cantonese,0
820,22050,0.0,85.26322,0.0,0.0,9,-9.614,0,85.263,86.536,4,0.7262980274461062,0.5554145758164936,,"b'Washington, D.C.'",,b'Bad Brains',b'',b'Live at CBGB 1982',0.5896378913586399,b'Destroy Babylon',hardcore punk,reggae,hard rock,rock,punk,american underground,american punk,washington dc,dub,heavy metal,1983
821,22050,0.0,196.64934,0.0,0.0,6,-2.932,1,192.493,108.831,4,0.5503033788841007,0.40737314928722795,,b'Wisconsin',,b'Raze',b'',b'The Plan',0.26103456923559015,b'Follow Your Dreams (The Plan Album Version)',hip house,deep house,tech house,hip hop,italian disco,progressive house,breakbeat,electronic,new beat,house,0
822,22050,0.0,271.85587,0.078,0.0,4,-4.002,1,267.685,120.119,4,0.7248644815196338,0.5244494707134351,,"b'Sydney, Australia'",,b'The Presets',b'',b'Apocalypso',0.663124801395723,b'Yippiyo-Ay',dance rock,techno,psychedelic,club dance,sydney,dance music,rave,disco,electro,electronic,2008
823,22050,0.0,260.38812,2.003,0.0,7,-14.51,1,251.315,100.006,4,0.49129039451479756,0.4411698430220543,31.1689,b'Texas',-100.07715,b'Steve Wilson',b'',"b""Steppin' It Up A Notch""",0.0,"b""Your God Isn't Listening""",folk-pop,hard bop,rock,pop rock,acoustic,jazz,pop,folk,saxophone,contemporary jazz,0
824,22050,0.0,275.69587,1.46,0.0,6,-6.518,1,269.328,80.979,4,0.8168428537891667,0.5678891454617726,,"b'The Bronx, New York'",,b'Jennifer Lopez',b'',b'On The 6 / J. Lo (Coffret 2 CD)',,b'Talk About Us',dance pop,pop,latin,urban,latin pop,ballad,club,rap,singer,vocal,1999
825,22050,0.0,125.41342,0.0,0.0,4,-8.005,0,120.546,180.296,4,0.6406959207035972,0.4496026559738531,,"b'Oakland, CA'",,b'A.Z.',b'',b'Pieces Of A Man',,b'Sosa (Explicit)',gangster rap,hip hop,east coast rap,east coast hip hop,hard rock,urban,california,rap,power metal,heavy metal,1998
826,22050,0.0,204.53832,0.572,0.0,10,-9.84,1,193.533,110.666,4,0.5580903521123824,0.34984132667097523,,b'',,b'Francisco C\xc3\xa9spedes',b'',b'Vida loca',0.5375039041917102,b'Se\xc3\xb1ora (bonus track)',los angeles,latin pop,bolero,cuba,disco,latino,ballad,california,jazz,trova,1998
827,22050,0.0,221.28281,0.196,0.0,2,-10.566,1,211.958,110.551,3,0.5300223101252747,0.40924463861600635,,b'',,b'Quadro Nuevo',b'',b'Cin\xc3\xa9Passion',0.21508031850922793,"b'Der Wind Hat Mir Ein Lied Erz\xc3\xa4hlt (from ""La Habanera"")'",tango,musette,chill-out,jam band,flamenco,klezmer,cabaret,world music,jazz,latin,0
828,22050,0.0,242.88608,0.0,0.0,7,-13.224,1,237.372,122.298,4,0.5433932314325375,0.33857502645721227,,"b'Essex, England'",,b'Chris Farlowe',b'',b'Glory Bound [Original Recording Remastered]',,b'Gangster Of Love',blue-eyed soul,pop rock,british invasion,blues-rock,soft rock,classic rock,british blues,german pop,r&b,blues,0
829,22050,0.0,181.81179,0.135,0.0,9,-5.993,1,173.053,200.375,5,0.7797744109204772,0.6055071356905752,,"b'Burlington, Ontario, Canada'",,b'Silverstein',b'',b'18 CANDLES: THE EARLY YEARS',,b'FRIENDS IN FALL RIVER  (LP Version)',post-hardcore,screamo,emo,hardcore,punk revival,rock,acoustic,emotional,pop,metal,2006
830,22050,0.0,259.68281,0.119,0.0,2,-18.184,1,246.213,141.51,4,0.7323938630696031,0.49622434864396775,25.89958,"b'Brownsville, TX'",-97.49553,b'Kris Kristofferson',b'',b'Broken Freedom Song: Live From San Francisco',,"b""Road Warrior's Lament""",western swing,bluegrass,singer-songwriter,country,americana,country music,easy listening,soundtrack,pop,rock,0
831,22050,0.0,267.36281,0.119,0.0,1,-6.478,1,260.278,92.012,1,0.7963370594985002,0.5829215764506247,,"b'Seattle, WA'",,b'Alice In Chains',b'',b'Music Bank',0.7087462110678179,b'Brother',grunge,alternative metal,heavy metal,hard rock,alternative rock,rock,seattle,alternative pop rock,soundtrack,metal,1992
832,22050,0.0,130.82077,0.42,0.0,4,-8.334,0,119.728,149.054,1,0.6225679552233179,0.31992724238883236,,b'Mass. - Boston',,b'The Charms',b'',b'Trelokoritso - Oles oi epityxies',,b'Ascolta mio dio',bubblegum pop,rock steady,ska,alternative hip hop,pop rap,power pop,garage rock,r&b,glam rock,reggae,0
833,22050,0.0,417.67138,0.0,0.0,5,-7.865,1,417.671,181.549,4,0.8305925064701626,0.6397981642808125,40.65507,"b'Brooklyn, NY'",-73.94888,b'Matisyahu',b'',"b""Live at Stubb's""",0.6533066778712365,b'Exaltation',reggae,hip hop,alternative rock,rock,dancehall,contemporary reggae,dub,rap,black,guitar,2004
834,22050,0.0,158.98077,0.322,0.0,2,-9.89,1,148.915,140.659,1,0.5665326538181099,0.27236462632552966,,b'',,b'B\xc3\xa9la Fleck',b'',b'Natural Bridge',0.5754065803687144,b'Punchdrunk',bluegrass,chill-out,jam band,newgrass,jazz fusion,celtic,folk rock,jazz,reggae,classic rock,1982
835,22050,0.0,163.36934,0.328,0.0,11,-7.657,0,156.874,184.964,1,0.45528726198025693,0.20639450482725655,,b'',,b'Jongo Trio',b'',b'Jongo Trio',,b'Morena Boca De Ouro',bossa nova,brazilian pop music,samba,easy listening,jazz,brazilian,latin,brazil,mondiovision,lusofonia,0
836,22050,0.0,322.87302,0.204,0.0,5,-16.336,0,308.86,72.937,5,0.657406765298449,0.4224724232432197,41.88415,"b'Chicago, IL'",-87.63241,b'Donny Hathaway',b'',b'A Donny Hathaway Collection',,"b""I Love You More Than You'll Ever Know (LP Version)""",jazz funk,soul jazz,bossa nova,funk,chicago soul,neo soul,disco,jazz,deep house,blues-rock,1990
837,22050,0.0,295.57506,0.163,0.0,2,-4.639,1,290.04,117.116,4,0.4752317762778703,0.2629061533937319,37.16793,b'United States',-95.84502,b'Javier Mendoza Band',b'',b'Matter Of Time',0.0,b'R\xc3\xa1pido Nos Vamos',modern rock,funk rock,rock,power pop,latin,pop,folk,rock en espanol,latin pop,latin rock,0
838,22050,0.0,219.74159,0.224,0.0,4,-5.155,0,216.921,141.45,1,0.48087292458404746,0.3811064916799453,34.05349,b'California - LA',-118.24532,b'Sapo',b'',b'Pastanaga',0.0,b'El Mes Alt',latin jazz,jazz funk,salsa,jazz,garage rock,psychedelic rock,funk,hip hop,rap,hardcore rap,2003
839,22050,0.0,189.30893,0.062,0.0,2,-7.54,1,180.024,86.902,5,0.6881460514518386,0.5183716059616016,40.65507,"b'Brooklyn, NY'",-73.94888,b'Eddie Money',b'',b'Playlist: The Very Best Of Eddie Money',0.4262235081586151,b'Two Tickets To Paradise',pop rock,classic rock,soft rock,glam rock,rock,album rock,southern rock,garage rock,easy listening,arena rock,1977
840,22050,0.0,123.11465,0.626,0.0,7,-20.446,1,116.448,162.103,3,0.42562724003042296,0.0,,b'',,b'Thomas Battenstein',b'',b'Stille Nacht',,b'Nun singet und seid froh',guitar,,,,,,,,,,0
841,22050,0.0,263.8624,0.148,0.0,4,-5.498,1,257.248,136.459,4,0.6405741491675592,0.4547148410790918,,b'Richmond VA',,b'Cracker',b'',b'Clueless / Original Motion Picture Soundtrack',,b'Shake Some Action',roots rock,country rock,hard rock,alternative country,rock 'n roll,southern rock,california,rockabilly,stoner rock,grunge,1995
842,22050,0.0,298.89261,0.647,0.0,0,-6.375,1,287.277,119.903,4,0.7714921495221693,0.5173422859533258,7.37884,"b'Ibadan, Nigeria'",3.89527,b'Sade',b'',b'Diamond Life',,b'Smooth Operator',quiet storm,jazz,rock,soul,urban,adult contemporary,funk,grunge,reggae,soundtrack,1983
843,22050,0.0,189.75302,0.0,0.0,9,-5.991,1,181.481,168.248,4,0.594540790307921,0.34861530228618076,,"b'Denver, CO'",,b'Photo Atlas',b'',b'No_ Not Me_ Never',0.6665323790942675,b'Red Orange Yellow',dance-punk,dance rock,disco house,indie rock,pop punk,post-hardcore,emo,dance,punk,alternative rock,2007
844,22050,0.0,129.25342,0.0,0.0,9,-11.857,1,124.889,117.076,4,0.37308430234845685,0.26830529741488157,,b'',,b'Kenny Price',b'',b'Travelling Country',0.0,b'Biloxi',country rock,country blues,oldies,folk rock,pop rock,country,blues,folk,world,rock,0
845,22050,0.0,208.97914,0.0,0.0,7,-5.371,1,208.979,128.714,4,0.8404324666171871,0.6429822198767309,,"b'Escatawpa, MS'",,b'3 Doors Down',b'',b'The Better Life - Deluxe Edition',,"b""Sarah Yellin'""",post-grunge,alternative metal,heavy metal,rock,alternative,pop,alternative pop rock,alternative rock,acoustic,guitar,2002
846,22050,0.0,617.82159,5.161,0.0,2,-13.179,1,571.391,148.505,5,0.5991337690974036,0.3929946225880104,40.71455,"b'New York, NY'",-74.00712,b'Elliot Goldenthal',b'',b'S.W.A.T.',0.3943948561005826,b'Bullet Frenzy',instrumental rock,flamenco,tango,soundtrack,neoclassical,sympho black metal,r&b,opera,downtempo,goa,2003
847,22050,0.0,191.50322,0.316,0.0,4,-10.791,0,187.246,166.687,4,0.5834430235496894,0.3857876145843115,18.01571,"b'Kingston, Jamaica'",-76.79731,b'Delroy Wilson',b'',b'Delroy Wilson Selected Hits',,b'Baby You Got What It Takes - Original',rock steady,roots reggae,lovers rock,reggae,dub,ska,dancehall,calypso,art rock,garage rock,0
848,22050,0.0,247.01342,0.212,0.0,7,-4.568,1,247.013,106.724,3,0.6463220620023868,0.46085314529155835,,b'',,b'Arkona',b'',b'Vosrozdenie',,b'Zalozniy',black metal,dark ambient,folk metal,symphonic rock,alternative metal,viking metal,sympho black metal,symphonic metal,heavy metal,rock,0
849,22050,0.0,178.33751,0.311,0.0,1,-4.059,1,174.951,85.112,1,0.8421933500213756,0.5504228248591988,,b'POLAND',,b'Behemoth',b'',b'Demigod',0.651392591692251,b'Before The \xc3\x86ons Came',black metal,death metal,heavy metal,extreme metal,blackened death metal,black,brutal,classic,noise,heavy,2004
850,22050,0.0,220.94322,0.32,0.0,5,-8.493,1,215.917,103.77,1,0.42036446324587584,0.33621953256137527,,b'',,b'Andre Popp',b'',b'20 \xc3\x89xitos Instrumentales De Oro Vol. 2',,b'Fernando',chanson,easy listening,jazz funk,europop,pop rock,space age pop,jazz,disco,smooth jazz,bossa nova,0
851,22050,0.0,323.21261,0.0,0.0,7,-3.049,1,318.758,93.235,1,0.7851201486184511,0.562881124653773,,"b'Helsingborg, Sweden'",,b'Soilwork',b'',b'The chainheart machine',0.0,b'Machine Gun Majesty [Live] (Album Version)',death metal,heavy metal,rock,metal,sweden,alternative metal,scandinavian metal,power metal,melodic death metal,melodic,2000
852,22050,0.0,232.88118,0.0,0.0,6,-5.573,0,219.736,167.951,4,0.5440663154265842,0.35193218157389383,,b'',,b'C\xc3\xa2ndido',b'',b'Destinos',,b'Sentimentos Desiguais',latin jazz,disco,jazz funk,soul jazz,boogaloo,jazz,mambo,funk,deep house,italian disco,0
853,22050,0.0,284.47302,0.0,0.0,6,-4.812,0,273.421,174.282,1,0.6264363817515622,0.3742711738564048,18.01571,"b'Kingston, Jamaica'",-76.79731,b'Horace Andy',b'',"b""Livin' It Up + Dub: Limited edition""",0.2707759989463275,b'Rastafari Prophecy',roots reggae,lovers rock,dub,reggae,trip hop,rock steady,dancehall,chill-out,jungle music,downtempo,0
854,22050,0.0,232.30649,0.084,0.0,6,-7.751,1,223.62,89.998,4,0.7722926474184036,0.5421751655888957,,"b'Kingston, Jamaica'",,b'Shaggy',b'',b'Original Doberman',0.0,b'Alimony',reggae,dancehall,jamaica,kingston,pop,hip hop,crossover,remix,hardcore,funky,1994
855,22050,0.0,207.04608,0.24,0.0,0,-21.881,1,195.599,69.538,1,0.39174139414810444,0.2912648117531004,,b'',,b'Ram\xc3\xb3n Vargas_ S\xc3\xa4ngerknaben Luzerner Kantorei_ Henk Geuke_ Concilium Musicum Wien & Paul Angerer',b'',b'Christmas With Ram\xc3\xb3n Vargas',,b'Adeste fideles',opera,bel canto,easy listening,classical,mexico,mexican,tenor,classical crossover,italian opera,opera singer,0
856,22050,0.0,218.22649,0.0,0.0,10,-7.693,0,211.075,120.006,4,0.7498607532459345,0.5165351796732451,,b'',,b'The Rapture',b'',b'Echoes',0.6264642401853926,b'Killing',alternative dance,dance-punk,indie rock,disco,indietronica,art punk,club,techno,electro,funk,2003
857,22050,0.0,164.8322,0.0,0.0,9,-5.946,1,157.373,130.64,5,0.6146429541591771,0.4390245612067925,,b'',,b'Nicole C. Mullen',b'',b'Everyday People',0.0,b'This This (LP Version)',ccm,funk,soft rock,pop rock,ballad,art rock,nu metal,pop,hip hop,alternative rock,0
858,22050,0.0,194.40281,0.149,0.0,7,-6.942,0,175.299,145.228,4,0.7497969594005849,0.5515524551563505,,"b'Amherst, MA'",,b'Dinosaur Jr',b'',b'Without A Sound',0.5899462186541047,b'On The Brink',indie rock,rock,alternative,american underground,modern rock,shoegaze,classic rock,guitar,amherst,classic,1994
859,22050,0.0,263.60118,0.073,0.0,6,-6.017,0,252.697,130.691,4,0.6044144921616125,0.40051795068862267,21.51102,b'Cuba',-77.80679,b'Los Van Van',b'',b'Llego... Van Van',0.46630483075728635,b'Consuelate Como Yo',salsa,charanga,rumba,jazz funk,latin jazz,future jazz,new beat,boogaloo,broken beat,soul jazz,0
860,22050,0.0,174.602,0.241,0.0,11,-4.022,1,172.141,142.01,4,0.8183193591388943,0.667294595643469,,"b'Dundee, Scotland'",,b'Snow Patrol',b'',b'Final Straw',0.7022897771717785,b'Half The Fun',indie rock,rock,pop,alternative,alternative rock,new wave,guitar,melancholia,romantic,soft,2004
861,22050,0.0,192.46975,0.264,0.0,2,-6.533,1,187.582,81.986,4,0.5575710592101126,0.306947608643182,,b'',,b'Lara',b'',b'Wahnsinn',,b'Damit Du Dich in mich verliebst',visual kei,chinese music,arabesque,eurobeat,hard trance,trance,disco,hip hop,techno,dance,2009
862,22050,0.0,200.9073,0.36,0.0,10,-4.982,0,194.171,181.889,4,0.6119339564130707,0.3723508695973636,39.95227,"b'Philadelphia, PA'",-75.16237,b'Outerspace',b'',b'Blood Brothers',0.4408264404988793,b'Drive By Music',hip hop,hardcore hip hop,chill-out,alternative hip hop,old school hip hop,rapcore,underground rap,rap,united states,reggae,2006
863,22050,0.0,160.70485,0.0,0.0,10,-19.376,0,152.23,123.049,4,0.38123261150034793,0.30157018179165396,,b'',,b'Gloria Lasso',b'',b'Gloria Lasso Sus 20 Grandes \xc3\x89xitos (The Best Of Gloria Lasso)',,b'Que Cosas_ Que Cosas',europop,chanson,pop rock,downtempo,latin,jazz,latin pop,rock,french,pop,0
864,22050,0.0,98.89914,0.0,0.0,4,-7.268,1,98.899,182.57,1,0.47530088248428637,0.34417147781786955,,b'',,b'Les Sexareenos',b'',b'14 Frenzied Shakers',0.5610187159447018,b'Ruby D.',garage rock,indie rock,rock 'n roll,surf music,glam rock,rock,classic rock,garage,garage punk,psychedelic,2001
865,22050,0.0,240.43057,0.0,0.0,11,-13.159,0,228.426,120.231,3,0.5153102332305513,0.2607967782533836,,b'',,b'DJ Spinn',b'',b'Juke Trax Online Vol. 6',,b'Bounce Back',chicago house,dance music,los angeles,dj,chicago,edm,dance,funk,california,ghetto tech,0
866,22050,0.0,184.2673,0.061,0.0,6,-10.72,1,180.251,98.623,1,0.7337989404362274,0.544257505724526,32.77815,"b'Dallas, TX'",-96.7954,b'Stevie Ray Vaughan And Double Trouble',b'',b'Martin Scorsese Presents The Blues: Stevie Ray Vaughan',0.6934784707666202,b'Empty Arms',texas blues,blues,blues-rock,modern electric blues,rock,electric texas blues,guitar,instrumental,jam,acoustic,1996
867,22050,0.0,250.27873,0.165,0.0,9,-10.612,1,244.071,85.453,1,0.5557874605581772,0.3544547084781845,51.55615,"b'Middlesex, England'",-0.25969,b'The Creation',b'',b'Our Music Is Red  - With Purple Flashes',0.4330050772745855,b'Hey Joe',freakbeat,british invasion,garage rock,psychedelic rock,rock 'n roll,beat,country rock,r&b,glam rock,power pop,1967
868,22050,0.0,285.3873,3.019,0.0,2,-17.057,1,264.452,116.423,3,0.49555656510599083,0.2926482697838593,37.77916,b'san francisco',-122.42005,b'The Balustrade Ensemble',b'',b'Capsules',,b'Fall Away Into Darkness',trip hop,post rock,ambient,electronic,soundtrack,electronica,electro,experimental,minimal,instrumental,2007
